tweet_favorite_count,tweet_retweet_count,tweet_media_urls/0,tweet_view_count,tweet_text,user_location,user_handle,tweet_created_at,id,Hashtags
0,0,https://pbs.twimg.com/media/GJg7w6yWkAAxCO_.jpg,80,"#IPL,

#IPL24,

#IPL2024,

#RCBvsPBKS,

#WeAreChallengers, #PlayBold,#RCB, #BoldBrigade, vs. #PunjabKings, #SaddaPunjab, #PBKS, #JazbaHaiPunjabi, Get your best odds - fast at https://t.co/Ohl03KWAVe https://t.co/sQyDluesDT",,oddsjet,Mon Mar 25 12:00:49 +0000 2024,tweet-1772232166799179948,"IPL,IPL24,IPL2024,RCBvsPBKS,WeAreChallengers,PlayBold,RCB,BoldBrigade,PunjabKings,SaddaPunjab,PBKS,JazbaHaiPunjabi"
3,0,https://pbs.twimg.com/media/GJg_c5BWAAAfIwr.jpg,91,"Guess The Cricketer!! 😅😅
#HOLIHAI #Cricket #IPL #chapri https://t.co/rrugwMgyxi",,TanishNagda,Mon Mar 25 12:16:58 +0000 2024,tweet-1772236229863481405,"HOLIHAI,Cricket,IPL,chapri"
0,0,https://pbs.twimg.com/media/GJhQHKFXkAA9KZA.jpg,77,"IPL 2024 Full Schedule

#IPL2024 #IPL #IPLUpdate #IPLSchedule #TATAIPL2024 #TATAIPL #TataiplSchedule https://t.co/yvAWlwgDES","Chennai, India",Veaswarrr,Mon Mar 25 13:29:57 +0000 2024,tweet-1772254599124017542,"IPL2024,IPL,IPLUpdate,IPLSchedule,TATAIPL2024,TATAIPL,TataiplSchedule"
0,0,https://pbs.twimg.com/media/GJg6oBbXYAAtaXp.jpg,120,"IPL 2024 Playoff Schedule Released🥳🥳

#IPL #Icc #Cricket https://t.co/U33ZNO2hL1",Mainly at Stadium,Cricadium,Mon Mar 25 11:55:53 +0000 2024,tweet-1772230924178194489,"IPL,Icc,Cricket"
2,0,https://pbs.twimg.com/media/GJg94rTXoAAlj3C.jpg,78,"CHENNAI SUPER KINGS SCHEDULE FOR IPL 2024. 🔥
#IPL #csk #MSDhoni https://t.co/uI0eyjiUBD",,TanishNagda,Mon Mar 25 12:10:09 +0000 2024,tweet-1772234514204369381,"IPL,csk,MSDhoni"
1,0,https://pbs.twimg.com/media/GJfDrVZWsAATw3K.jpg,109,"Hardik Pandya, the new skipper for Mumbai Indians, brings his dynamic all-round skills to the leadership role in IPL 2024. Can he lead MI to their sixth title? 🏏🏆 
Watch the full video on Game On's YouTube Channel: https://t.co/bG4A60efE3

#IPL #HardikPandya #MumbaiIndians"" https://t.co/tN2rjDwX3g",,gameonbynewj,Mon Mar 25 13:30:00 +0000 2024,tweet-1772254609815249380,"IPL,HardikPandya,MumbaiIndians"
2,0,https://pbs.twimg.com/media/GJhEVdyXkAA5KGR.jpg,196,"Rohit Sharma seems fun to be around 😅

#CricketTwitter #IPL #Rohitsharma https://t.co/MdS7lnsIWO","New Delhi, India",InsideSportIND,Mon Mar 25 12:38:18 +0000 2024,tweet-1772241597918285858,"CricketTwitter,IPL,Rohitsharma"
10,3,https://pbs.twimg.com/media/GJhDxg5XYAAEDO4.jpg,733,"BCCI announces the full schedule of TATA IPL 2024

Qualifier 1 and Eliminator at Ahmedabad 

Qualifier 2 and the grand FINAL will take place in Chennai, the home turf of reigning champions #ChennaiSuperKings 

#IPL #IPL2024 #TATAIPL https://t.co/rPimpMeDW5",Sri Lanka,thusi_c,Mon Mar 25 12:35:55 +0000 2024,tweet-1772241000531951999,"ChennaiSuperKings,IPL,IPL2024,TATAIPL"
1,1,https://pbs.twimg.com/media/GJha0cebsAAhSfV.jpg,177,"VIRAT KOHLI HAS TAKEN MOST CATCHES AS AN INDIAN FIELDER IN T20 CRICKET - 173*.🔥❤️

#ViratKohli #FafduPlessis #RCB #RCBvPBKS #RCBvsPBKS #IPL #IPL2024 #TATAIPL #TATAIPL2024 https://t.co/bYMeuO7xXr","RamRajya 🚩, India ",sagu_itx_,Mon Mar 25 14:16:32 +0000 2024,tweet-1772266319578345493,"ViratKohli,FafduPlessis,RCB,RCBvPBKS,RCBvsPBKS,IPL,IPL2024,TATAIPL,TATAIPL2024"
4,0,https://pbs.twimg.com/media/GJsnBoZagAAVfof.jpg,547,"Harsha Bhogle:- In any point you feel that this target can be chase down?

Pat Cummins:- No, Until we bowled. 🧡

#TravisHead #AbhishekSharma #HeinrichKlaasen #AidenMarkram #HardikPandya #RohitSharma #JaspritBumrah #MI #SRH #SRHvMI #SRHvsMI #IPL #IPL2024 #TATAIPL #TATAIPL2024 https://t.co/JjFna6UF2s","Dubai, United Arab Emirates",irishabhparmar,Wed Mar 27 18:25:41 +0000 2024,tweet-1773053798618988934,"TravisHead,AbhishekSharma,HeinrichKlaasen,AidenMarkram,HardikPandya,RohitSharma,JaspritBumrah,MI,SRH,SRHvMI,SRHvsMI,IPL,IPL2024,TATAIPL,TATAIPL2024"
0,0,https://pbs.twimg.com/ext_tw_video_thumb/1772878625307533312/pu/img/OaLehx5OK6Q4owi6.jpg,62,"The Guardiola of Cricket - Ashish Nehra 🔥 #ashishnehra #IPLUpdate #IPL #TATAIPL #GujratTitans 

https://t.co/92l97OC6Uc","Kolkata, India",TechnoSports_in,Wed Mar 27 18:56:57 +0000 2024,tweet-1773061665912697088,"ashishnehra,IPLUpdate,IPL,TATAIPL,GujratTitans"
6,0,https://pbs.twimg.com/media/GJsmzqBagAAIGux.jpg,501,"Abhishek Sharma won the player of the match award.🏅🧡

#TravisHead #AbhishekSharma #HeinrichKlaasen #AidenMarkram #HardikPandya #RohitSharma #JaspritBumrah #MI #SRH #SRHvMI #SRHvsMI #IPL #IPL2024 #TATAIPL #TATAIPL2024 https://t.co/b1rlttgxgw","Dubai, United Arab Emirates",irishabhparmar,Wed Mar 27 18:24:45 +0000 2024,tweet-1773053562282553627,"TravisHead,AbhishekSharma,HeinrichKlaasen,AidenMarkram,HardikPandya,RohitSharma,JaspritBumrah,MI,SRH,SRHvMI,SRHvsMI,IPL,IPL2024,TATAIPL,TATAIPL2024"
5,1,https://pbs.twimg.com/ext_tw_video_thumb/1773075634140655616/pu/img/fSy1hDdRhi70ncX4.jpg,378,"#IPL lo #SRH highest score 🔥 cheska inka only SRH model mana #orangearmy model! #SRHvsMi 
Follow us for more fun content!! https://t.co/pgewypOaYB",,ThePittagoda,Wed Mar 27 19:52:55 +0000 2024,tweet-1773075749567680542,"IPL,SRH,orangearmy,SRHvsMi"
2,1,https://pbs.twimg.com/ext_tw_video_thumb/1773075820900429824/pu/img/TCw8nUd_CTpFq61W.jpg,218,"Rohit Sharma is not only a word it's an emotion 💙
#RohitSharma𓃵 #Hitman #Mumbai #IPL #ipl2024 #IPLT20 #ViratKohli #MSDhoni𓃵 #Cricket24 https://t.co/vuOFBUGLMV",,Kishore_reddy05,Wed Mar 27 19:53:22 +0000 2024,tweet-1773075861119381995,"RohitSharma𓃵,Hitman,Mumbai,IPL,ipl2024,IPLT20,ViratKohli,MSDhoni𓃵,Cricket24"
1,0,https://pbs.twimg.com/media/GJsr03-agAQq6Kx.jpg,375,Skipper Hardik Pandya wasn't too critical of his bowlers on a track which produced a run fest   #abuksports #IPL #IPL2024 #IPLUpdate #TATAIPL #MIvsSrh #rohitsharma𓃵 #t20worldcup2024 #babarazam #HardikPandya https://t.co/AYPVN7UGan,"Karachi, Pakistan",ABUKALEX,Wed Mar 27 18:46:44 +0000 2024,tweet-1773059095211254079,"abuksports,IPL,IPL2024,IPLUpdate,TATAIPL,MIvsSrh,rohitsharma𓃵,t20worldcup2024,babarazam,HardikPandya"
1,1,https://pbs.twimg.com/ext_tw_video_thumb/1773059231702528000/pu/img/ApZd0gvLrp1vrGCQ.jpg,35,"Farming 🧺 Ongoing 💲

$BLOCK   
@GetBlockGames

$EVERY     
@JoinEveryworld

$PARAM    
@ParamLaboratory

#BLOCK #PARAM #EVERY  
#IPL #CSKvRCB #venomfoundation 
#Binance #sui #wen #Steam 
#SRHvsMi #Grass #RamCharan #RohitSharma𓃵 #CSKvGT #HOPE_ON_THE_STREET https://t.co/Yayv9AwkP4","Delhi, India",Moha00936,Wed Mar 27 18:47:34 +0000 2024,tweet-1773059304611803239,"BLOCK,PARAM,EVERY,IPL,CSKvRCB,venomfoundation,Bice,sui,wen,Steam,SRHvsMi,Grass,RamCharan,RohitSharma𓃵,CSKvGT,HOPE_ON_THE_STREET"
143,11,https://pbs.twimg.com/media/GJsyokDWoAAi0XJ.jpg,5077,"Record total by SRH 🤝🏻 Record 2nd innings total by MI 

#SRHvMI #MumbaiIndians #IPL #IPL2024 #Cricket #Sportskeeda https://t.co/5nhQbcDWtB",,Sportskeeda,Wed Mar 27 19:16:52 +0000 2024,tweet-1773066677992689814,"SRHvMI,MumbaiIndians,IPL,IPL2024,Cricket,Sportskeeda"
0,0,https://pbs.twimg.com/media/GJs8nJZWwAAE-Yw.jpg,137,"Done quite comfortably in the end - SRH off the mark in an epic home game ✔️
https://t.co/s67N7jGQ6g
#SRHvMI #IPL2024 #IPL #Cricket #ESPNCaribbean https://t.co/JyLj37thWw",,ESPN_Caribbean,Wed Mar 27 20:00:00 +0000 2024,tweet-1773077533585465849,"SRHvMI,IPL2024,IPL,Cricket,ESPNCaribbean"
2,1,https://pbs.twimg.com/media/GJswGewWYAE1eJA.jpg,1880,"- 523 runs.
- 31 fours.
- 38 sixes. 
Craziest hitting by batter in IPL history.
#IPL #TATAIPL2024 #MIvsSRH https://t.co/2bgV1X5U1o",India🇮🇳,sush_3006,Wed Mar 27 19:05:19 +0000 2024,tweet-1773063769213591594,"IPL,TATAIPL2024,MIvsSRH"
0,0,https://pbs.twimg.com/media/GJspwDaXYAA4T6e.jpg,8642,"Airdrops made me start the weekend early, what are you guys drinking tonight? 🚀🥃
Follow me I might follow you back if I'm drunk enough hahah

#cheers #IPL $PARAM $BLOCK #ANVM $XPLUS https://t.co/3a3AsKRdcX",India,jayrajwaghela99,Wed Mar 27 18:41:42 +0000 2024,tweet-1773057827130560635,"cheers,IPL,ANVM"
2,0,https://pbs.twimg.com/media/GJsr6I_agAIhaIl.jpg,197,"First victory of the season and a huge NRR gain for SRH! 🟠🔥

Mumbai Indians still to open their account. 👀

#SunrisersHyderabad #MumbaiIndians #SRHvMI #Cricket #IPL #Sportskeeda https://t.co/goo2QVG3hc","Delhi, India",DARKOP69798781,Wed Mar 27 18:47:00 +0000 2024,tweet-1773059159547674657,"SunrisersHyderabad,MumbaiIndians,SRHvMI,Cricket,IPL,Sportskeeda"
6,0,https://pbs.twimg.com/media/GJspieiXcAAXaVt.jpg,382,"Highest Total ✅
IPL History ✅
500+ runs in a match ✅

Sensational Blockbuster win on a Wednesday Night🧡🧡

#OrangeArmy #TATAIPL2024 #TATAIPL #IPL2024 #IPL #ipl #SRH #Sunrisers #SunrisersHyderabad #SRHvMI #SRHvsMi #SRHvsMI #Hyderabad #Mumbai #MI #PlayWithFire https://t.co/Wk07vqyt7F","Hyderabad, India",RisingEaglesRE,Wed Mar 27 18:36:42 +0000 2024,tweet-1773056570676461866,"OrangeArmy,TATAIPL2024,TATAIPL,IPL2024,IPL,ipl,SRH,Sunrisers,SunrisersHyderabad,SRHvMI,SRHvsMi,SRHvsMI,Hyderabad,Mumbai,MI,PlayWithFire"
7,2,https://pbs.twimg.com/media/GJsopxBXcAAi08s.jpg,614,"Huge respect &amp; appreciation to #mumbaiindians too for a superb fight back &amp; a nail biting match 

What a match 500+ runs scored in a single game 

All time record 

#ipl #SRHvMI #SRHvsMi #MIvsSRH #RohitSharma𓃵 #IPL2024 https://t.co/zjzalqetWI","Hyderabad, India",TCinemaFun,Wed Mar 27 18:32:51 +0000 2024,tweet-1773055601259454594,"mumbaiindians,ipl,SRHvMI,SRHvsMi,MIvsSRH,RohitSharma𓃵,IPL2024"
0,0,https://pbs.twimg.com/media/GJsqzdNWQAEZhMu.jpg,137,"26(12) with 1 dropped catch after batting during powerplay in a run chase of 278. Real culprit for MI's loss today, Sack #RohitSharma𓃵 as a player and Indian captain 🙏🙏
#IPL #RohitSharma𓃵 #Hitman #MumbaiIndians #Cricket https://t.co/XBYvv6A3Uk","Uttar Pradesh, India",basicmemix,Wed Mar 27 18:42:10 +0000 2024,tweet-1773057944789176715,"RohitSharma𓃵,IPL,RohitSharma𓃵,Hitman,MumbaiIndians,Cricket"
1,0,https://pbs.twimg.com/media/GJsmb1PXYAADFYd.jpg,416,"TATA IPL 2024 Match 8 SRH vs MI: Hyderabad register IPL record win over Mumbai 
🇮🇳🏆🏏💥
https://t.co/MVYd7ZAk5w 
#SRHvMI #IPL https://t.co/7DXDPZlRO9",Global,Cricket_World,Wed Mar 27 18:24:01 +0000 2024,tweet-1773053376567165033,"SRHvMI,IPL"
40,0,https://pbs.twimg.com/media/GJs6WSAagAAW0gh.jpg,7891,"Attended the presentation ceremony of #SRHvMI match today at RGICS, Uppal.

#IPL #Cricket #Hyderabad https://t.co/2ygwA7AbNE","Hyderabad, India",JaganMohanRaoA,Wed Mar 27 19:50:05 +0000 2024,tweet-1773075036611420163,"SRHvMI,IPL,Cricket,Hyderabad"
2,1,https://pbs.twimg.com/media/GJsshvrWMAASe6f.jpg,1672,"- 523 Runs.
- 16, 18, 23 and 24 balls fifties.
- Highest team total in IPL.
- Highest team total in IPL while chasing.
- Most sixes in an IPL match.
- Most sixes in a T20 match. 
- Most runs in a T20 match. 

THE CRAZIEST IPL MATCH.
#TATAIPL2024 #IPL #MIvsSRH https://t.co/ri6FYfRfAB",India🇮🇳,sush_3006,Wed Mar 27 18:49:43 +0000 2024,tweet-1773059844217409932,"TATAIPL2024,IPL,MIvsSRH"
0,0,https://pbs.twimg.com/media/GJtwECYWMAA8AZZ.jpg,147,"IPL 2024 Match 9:

~ Rajasthan Royals and Delhi Capitals
~ Jaipur
~ 7:30PM IST
~Winner: Rajasthan Royals

#IPL2024 #IPL #Cricket #CricketTwitter #SRHvMI #SRHvsMi https://t.co/uOwKNwHhlI",,cricketverse_,Wed Mar 27 23:44:46 +0000 2024,tweet-1773134095595315703,"IPL2024,IPL,Cricket,CricketTwitter,SRHvMI,SRHvsMi"
2,0,https://pbs.twimg.com/ext_tw_video_thumb/1771265561978118144/pu/img/YnBW-9YIJ3goRp7W.jpg,310,"Quick Round-up of the Opening Ceremony and Inaugural Match between CSK and RCB.🔥💛❤️

#MSDhoni #ViratKohli #RuturajGaikwad #CSK #ChennaiSuperKings #RCB #CSKvRCB #CSKvsRCB #IPL #IPL2024

 https://t.co/mf0lezfxv8","Dubai, United Arab Emirates",irishabhparmar,Sat Mar 23 03:09:27 +0000 2024,tweet-1771373666887958615,"MSDhoni,ViratKohli,RuturajGaikwad,CSK,ChennaiSuperKings,RCB,CSKvRCB,CSKvsRCB,IPL,IPL2024"
1,0,https://pbs.twimg.com/media/GJUpoYKWAAICU__.jpg,192,"RISHABH PANT RETURNS TO CRICKET AFTER 454 DAYS.🔥🏏

- Welcome Back, Captain Rishabh Pant. 💙

#RishabhPant #DelhiCapitals #DC #PBKSvDC #PBKSvsDC #IPL #IPL2024 https://t.co/KKNs2mPM6u","Dubai, United Arab Emirates",irishabhparmar,Sat Mar 23 02:46:15 +0000 2024,tweet-1771367827188199573,"RishabhPant,DelhiCapitals,DC,PBKSvDC,PBKSvsDC,IPL,IPL2024"
2,0,https://pbs.twimg.com/media/GJUxO88XQAAQNNs.jpg,516,"Chennai Super Kings Poster For the Last Night Match Of CSK vs RCB IPL 2024.🔥💛

#MSDhoni #RuturajGaikwad #CSK #ChennaiSuperKings #CSKvRCB #CSKvsRCB #IPL #IPL2024 https://t.co/O9MgLwicrB","Dubai, United Arab Emirates",irishabhparmar,Sat Mar 23 03:19:27 +0000 2024,tweet-1771376184062062762,"MSDhoni,RuturajGaikwad,CSK,ChennaiSuperKings,CSKvRCB,CSKvsRCB,IPL,IPL2024"
2,0,https://pbs.twimg.com/media/GJS9gHgXkAADanj.jpg,105,"Phenomenal bowling by Fizz

#CSKvRCB #ipl #cricket #playerofthematch #sportstoday https://t.co/6wegZCuUdp","Noida, India",SportsTodayofc,Fri Mar 22 18:53:47 +0000 2024,tweet-1771248928584843739,"CSKvRCB,ipl,cricket,playerofthematch,sportstoday"
0,0,https://pbs.twimg.com/media/GJUsLr7WgAAXJ_u.jpg,334,"CSK Captain Ruturaj Gaikwad and RCB Captain Faf du Plessis during the Opening Ceremony of IPL 2024 at Chepauk.🔥💛❤️

#MSDhoni #RuturajGaikwad #FafduPlessis #RCB #CSK #ChennaiSuperKings #CSKvRCB #CSKvsRCB #IPL #IPL2024 https://t.co/2Oni0hjRlK","Dubai, United Arab Emirates",irishabhparmar,Sat Mar 23 02:57:25 +0000 2024,tweet-1771370641041883245,"MSDhoni,RuturajGaikwad,FafduPlessis,RCB,CSK,ChennaiSuperKings,CSKvRCB,CSKvsRCB,IPL,IPL2024"
457,17,https://pbs.twimg.com/media/GJS9I7NXoAA0yZk.jpg,10305,"King 🤝🏻 Thala

A lovely frame 🔳
.
.
.
📷: IPL 

#MSDhoni #ViratKohli #CSKvRCB #Cricket #IPL #Sportskeeda https://t.co/WURjozujyH",,Sportskeeda,Fri Mar 22 18:52:09 +0000 2024,tweet-1771248517224231207,"MSDhoni,ViratKohli,CSKvRCB,Cricket,IPL,Sportskeeda"
12,0,https://pbs.twimg.com/media/GJUic_NXMAAGe8l.jpg,1178,"🚨 Records Alert!

#IPL #IPL2024 #CSKvRCB #ChennaiSuperKings #RoyalChallengersBangalore #FafduPlessis #RuturajGaikwad #MSDhoni #MSDhoni𓃵 #ViratKohli #MustafizurRahman #RachinRavindra #ShivamDube #IPL2024live #AnujRawat #DineshKarthik #CSKvsRCB #DarylMitchell #GlennMaxwell https://t.co/3Dv1qapNCf",India,gbb_cricket,Sat Mar 23 02:14:49 +0000 2024,tweet-1771359920023372225,"IPL,IPL2024,CSKvRCB,ChennaiSuperKings,RoyalChallengersBangalore,FafduPlessis,RuturajGaikwad,MSDhoni,MSDhoni𓃵,ViratKohli,MustafizurRahman,RachinRavindra,ShivamDube,IPL2024live,AnujRawat,DineshKarthik,CSKvsRCB,DarylMitchell,GlennMaxwell"
18,1,https://pbs.twimg.com/media/GJU7z2oXAAEfYx1.jpg,591,"Do you know, Even Kamran Akmal, Younis Khan And Sohail Tanveer 
have won IPL Trophy? 
They won for Rajasthan royals in 2008.

#IPL2024live #IPLonStar #IPLonJioCinema #IPL https://t.co/RZlHhtMQ6Z",,CrazeCrease,Sat Mar 23 04:05:38 +0000 2024,tweet-1771387807971553374,"IPL2024live,IPLonStar,IPLonJioCinema,IPL"
1,0,https://pbs.twimg.com/media/GJRxYNgW8AEtLWw.jpg,233,"🎉 3 Days of IPL &amp; Holi Celebrations with 20% Cashback on Deposits! 🎉

As IPL heats up, celebrate with a special Holi Bonus! From 23.03.2024 to 26.03.2024, enjoy 20% cashback on your deposits, valid across all payment methods 🤑

#1xBetIndia #Holi #IPL2024 #IPL https://t.co/uMm3OlGsyn",India,1xBet_in,Sat Mar 23 03:21:00 +0000 2024,tweet-1771376572965986726,"1xBetIndia,Holi,IPL2024,IPL"
1,0,https://pbs.twimg.com/media/GJUiPYdW4AApIC4.jpg,107,"Suresh Raina in JioC: ""Until Rohit Sharma is there in Mumbai Indians, he will be the boss, he will be the king; no one can control him. I mean, no one in the team has that power.""

Akash Chopra directly owned Pandya

Suresh Raina indirectly owned Pandya.
#IPL https://t.co/Surosv0cxf","मिर्जापुर-विन्ध्याचल, भारत",ASHISHS_45,Sat Mar 23 02:13:54 +0000 2024,tweet-1771359688287748305,IPL
196,64,https://pbs.twimg.com/media/GJUs7oZWAAA372Q.jpg,11691,"Imagine #IPL tournament in which:

Richest team poaches many key players (#BJP)
Rival Impact Players get banned (#Kejriwal/#Soren)
Bank accounts frozen, cricketing gear confiscated (#Cong)
Umpires (#EC) biased, appointed by Bully Team Owner

Story of #2024Elections - Fixed match? https://t.co/VMkkW9YUoW",Goa/ Mumbai,rakeshfilm,Sat Mar 23 03:00:36 +0000 2024,tweet-1771371438811070496,"IPL,BJP,Kejriwal,Soren,Cong,EC,2024Elections"
0,0,https://pbs.twimg.com/media/GJUkJ1eXIAAm2jy.jpg,407,".@federalbankltd celebrated the start of the cricket season with the vibrant hues of Holi!

#Collab #FederalBank #IPL https://t.co/fV3ZcH8nqu",Everywhere,MadOMarketing,Sat Mar 23 02:22:15 +0000 2024,tweet-1771361791001698493,"Collab,FederalBank,IPL"
0,0,https://pbs.twimg.com/media/GJTExf2WgAAdfSz.jpg,33,"King 🤝🏻 Thala

A lovely frame 🔳
.
.
.
📷: IPL 

#MSDhoni #ViratKohli #CSKvRCB #Cricket #IPL https://t.co/e2j7hfmPOe",,JassiBhardwaj9,Fri Mar 22 19:25:33 +0000 2024,tweet-1771256922471018700,"MSDhoni,ViratKohli,CSKvRCB,Cricket,IPL"
6,0,https://pbs.twimg.com/media/GJVCY80WwAAq7cH.jpg,371,"Shikhar Dhawan's Punjab Kings will take on Rishabh Pant's Delhi Capitals in the afternoon match of #IPL2024.

Who is excited to see Rishabh Pant back on the pitch? 👌

#ShikharDhawan #RishabhPant #PBKSvDC #IPL #CricketTwitter https://t.co/VGlVuzG0Mu","New Delhi, India",InsideSportIND,Sat Mar 23 04:34:23 +0000 2024,tweet-1771395043292840358,"IPL2024,ShikharDhawan,RishabhPant,PBKSvDC,IPL,CricketTwitter"
1,0,https://pbs.twimg.com/media/GJU-JL4XEAAkOUb.jpg,254,"IF anyone want a followers, like and comment on this post.❤
I will Follow Back everyone till LSG vs RR match
If anyone remain unfollowed by me then comment section is open for you. 
 #IPL  #KKR #KLRahul #ViratKohli  #MSDhoni #RohitSharma𓃵 #RCBvsCSK #RCB #CSK #FolloForFolloBack https://t.co/QMHUO0E3Pf",,TanishNagda,Sat Mar 23 04:15:49 +0000 2024,tweet-1771390369399448054,"IPL,KKR,KLRahul,ViratKohli,MSDhoni,RohitSharma𓃵,RCBvsCSK,RCB,CSK,FolloForFolloBack"
2,1,https://pbs.twimg.com/media/GJUhDF1WAAAf2_4.jpg,51,"#Punjab #pbks #punjabkings #IPL #Practice Prediction:
#IPL2024 🏆 Second Day
#PBKSvDC
Winner : #PBKS 
@GaiminIo $GMRX
#TATAIPL2024 #IPL2024 #ElvishaYadav #CSKvRCB #Sanatani https://t.co/XJUU344Rjk","Gujarat, India 🌐",kittu2141,Sat Mar 23 02:08:42 +0000 2024,tweet-1771358379275161933,"Punjab,pbks,punjabkings,IPL,Practice,IPL2024,PBKSvDC,PBKS,TATAIPL2024,IPL2024,ElvishaYadav,CSKvRCB,Sanatani"
9,0,https://pbs.twimg.com/media/GJVFPqUW8AAReUD.jpg,205,"Rukenge nahi, Jhukenge nahi! 🙌🏻🔥

Kolkata Thunderbolts wishes @kkriders all the very best for the Indian Premier League 2024! ❤️

#KolkataThunderbolts #KolkataKnightRiders #KKR #IPL #IPL2024 #T20 #Cricket #Kolkata https://t.co/usNEXmi5Cb",,KolThunderBolts,Sat Mar 23 04:46:50 +0000 2024,tweet-1771398174810464621,"KolkataThunderbolts,KolkataKnightRiders,KKR,IPL,IPL2024,T20,Cricket,Kolkata"
0,0,https://pbs.twimg.com/media/GJUrQ1sXMAEfy-d.jpg,35,"Kohli sons will say will played 😆😂
#IPL #Virat_kohli https://t.co/PIL166dz68","Punjab, Pakistan",zubairkhan1243,Sat Mar 23 02:53:21 +0000 2024,tweet-1771369616897417578,"IPL,Virat_kohli"
3,1,https://pbs.twimg.com/media/GJTN8j2bQAIgGJZ.jpg,291,"Found this in Man City's &amp; CSK collab post 😭

Moye moye for Both Ded Reds 💔🤣🤭

#RCBvsCSK #CSKvsRCB #HaarCB #IPL2024 #IPL  @MuraliChirag https://t.co/IAvbm1jkJJ",ಒಂದು ರಾಜ್ಯ 💛❤️ ಹಲವು ಜಗತ್ತು 🌏,Kavirajamarga21,Fri Mar 22 20:05:37 +0000 2024,tweet-1771267007427555538,"RCBvsCSK,CSKvsRCB,HaarCB,IPL2024,IPL"
4,0,https://pbs.twimg.com/media/GJUoKuMXwAEXshk.jpg,241,"New edit of srh
All the best to  srh team 🏏 🔥 from #maheshbabu  fans  
We ❤️u  '#OrangeArmy ' we ❤️u  @urstrulyMahesh Anna 🔥  
#IPL #SRH 
@AshishKitty @ChittiBabu1434 @DhfmNamrata @Nayanadhfmgirl @PoojaCULT @NikhilKalyan88 @BharathTweetz @urstrulyakbar @shivaMBKeerthy https://t.co/m6DJYupEBM",world  🌏 is myne,BorinchaK,Sat Mar 23 02:39:48 +0000 2024,tweet-1771366206223864223,"maheshbabu,OrangeArmy,IPL,SRH"
44,2,https://pbs.twimg.com/ext_tw_video_thumb/1772686047547150336/pu/img/inqKLZ2DVDDEzV9t.jpg,2924,"2 wins in 2 matches for CSK and Captain Ruturaj Gaikwad.🔥💛

#RachinRavindra #ShivamDube #MSDhoni #RuturajGaikwad #ShubmanGill #GT #CSK #CSKvGT #CSKvsGT #IPL #IPL2024 #TATAIPL #TATAIPL2024

 https://t.co/d1jHARMz9W","Dubai, United Arab Emirates",irishabhparmar,Tue Mar 26 18:08:11 +0000 2024,tweet-1772687003911368885,"RachinRavindra,ShivamDube,MSDhoni,RuturajGaikwad,ShubmanGill,GT,CSK,CSKvGT,CSKvsGT,IPL,IPL2024,TATAIPL,TATAIPL2024"
1,0,https://pbs.twimg.com/ext_tw_video_thumb/1772688953885466624/pu/img/N6M1CaXlshkkoQ-_.jpg,345,"The Great Indian Jugaad 🤣 Scenes outside Chepauk Stadium.

#abuksports #IPL #IPL2024 #IPLUpdate #TATAIPL #ShubmanGill #RachinRavindra #CSKvsGT #ViratKohli #Chennai #Dhoni #CSK #Thala #chepauk #gujrat #Pakistan https://t.co/HBU47DlA5Q","Karachi, Pakistan",ABUKALEX,Tue Mar 26 18:16:13 +0000 2024,tweet-1772689025528197481,"abuksports,IPL,IPL2024,IPLUpdate,TATAIPL,ShubmanGill,RachinRavindra,CSKvsGT,ViratKohli,Chennai,Dhoni,CSK,Thala,chepauk,gujrat,Pakistan"
1,0,https://pbs.twimg.com/ext_tw_video_thumb/1771834195779964928/pu/img/idQ5AG-uLt9e3yGM.jpg,31,"Who did this??? LOL
#IPL 
 https://t.co/ybKDnmoYre",India,baliyangaurav,Tue Mar 26 18:27:11 +0000 2024,tweet-1772691784495186267,IPL
1,0,https://pbs.twimg.com/media/GJnaNfXWUAA5XAN.jpg,283,"CSK HAVE WON MOST MATCHES BY 50+ RUNS IN IPL HISTORY.🔥💛

#RachinRavindra #ShivamDube #MSDhoni #RuturajGaikwad #ShubmanGill #GT #CSK #CSKvGT #CSKvsGT #IPL #IPL2024 #TATAIPL #TATAIPL2024 https://t.co/yDiasSyACM","Dubai, United Arab Emirates",irishabhparmar,Tue Mar 26 18:11:42 +0000 2024,tweet-1772687890880803175,"RachinRavindra,ShivamDube,MSDhoni,RuturajGaikwad,ShubmanGill,GT,CSK,CSKvGT,CSKvsGT,IPL,IPL2024,TATAIPL,TATAIPL2024"
3,0,https://pbs.twimg.com/media/GJnYa-EXoAAT2NF.jpg,401,"CSK vs GT  in IPL: 🏏

First 3 matches - GT won.💙
Next 3 matches - CSK won.💛

#RachinRavindra #ShivamDube #MSDhoni #RuturajGaikwad #ShubmanGill #GT #CSK #CSKvGT #CSKvsGT #IPL #IPL2024 #TATAIPL #TATAIPL2024 https://t.co/sRzko3yQjq","Dubai, United Arab Emirates",irishabhparmar,Tue Mar 26 18:03:49 +0000 2024,tweet-1772685903883878416,"RachinRavindra,ShivamDube,MSDhoni,RuturajGaikwad,ShubmanGill,GT,CSK,CSKvGT,CSKvsGT,IPL,IPL2024,TATAIPL,TATAIPL2024"
