match_name,franchise,image_name,label,sponsor_name,sponsor_asset_type,sponsor_asset_location,sponsor_asset_visibility,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2
Match_67_TATA_IPL_2025_GT_vs_CSK,Gujarat Titans,image_11_aaf22050-3e41-4824-827c-917b846fd02f.jpg,DPWorld_jersey_back_logo_clear,DPWorld,jersey,back_logo,clear,0.6201872229576111,333.36273193359375,244.4532470703125,418.70306396484375,283.587646484375
Match_67_TATA_IPL_2025_GT_vs_CSK,Gujarat Titans,image_11_aaf22050-3e41-4824-827c-917b846fd02f.jpg,BKT_jersey_back_logo_partially_visible,BKT,jersey,back_logo,partially_visible,0.2874436378479004,335.4263916015625,245.43536376953125,417.1015625,283.57611083984375
Match_67_TATA_IPL_2025_GT_vs_CSK,Gujarat Titans,image_11_aaf22050-3e41-4824-827c-917b846fd02f.jpg,BKT_jersey_back_logo_clear,BKT,jersey,back_logo,clear,0.28277820348739624,331.7301330566406,243.92974853515625,418.4712219238281,283.51458740234375
Match_67_TATA_IPL_2025_GT_vs_CSK,Gujarat Titans,image_11_aaf22050-3e41-4824-827c-917b846fd02f.jpg,kshema_trousers_logo_blurry,kshema,trousers,logo,blurry,0.267721027135849,711.79296875,407.31982421875,765.900390625,447.5723876953125
Match_67_TATA_IPL_2025_GT_vs_CSK,Gujarat Titans,image_11_aaf22050-3e41-4824-827c-917b846fd02f.jpg,BKT_jersey_back_logo_clear,BKT,jersey,back_logo,clear,0.20316247642040253,182.673583984375,234.9910888671875,289.285888671875,287.1534423828125
Match_67_TATA_IPL_2025_GT_vs_CSK,Gujarat Titans,image_11_aaf22050-3e41-4824-827c-917b846fd02f.jpg,BKT_jersey_back_logo_blurry,BKT,jersey,back_logo,blurry,0.19005076587200165,176.41519165039062,235.55517578125,293.4111328125,286.88861083984375
Match_67_TATA_IPL_2025_GT_vs_CSK,Gujarat Titans,image_11_aaf22050-3e41-4824-827c-917b846fd02f.jpg,DPWorld_jersey_back_logo_clear,DPWorld,jersey,back_logo,clear,0.1290939450263977,180.53961181640625,235.19683837890625,289.44921875,285.9725341796875
Match_67_TATA_IPL_2025_GT_vs_CSK,Gujarat Titans,image_36_58d0f587-082d-494f-80ef-13d68a0b2373.jpg,kshema_trousers_logo_clear,kshema,trousers,logo,clear,0.4185226261615753,765.2347412109375,670.2705078125,883.2406005859375,739.2176513671875
Match_67_TATA_IPL_2025_GT_vs_CSK,Gujarat Titans,image_46_47869ac4-8ae7-4ba5-95b3-e171ed307f4e.jpg,AstralPipes_jersey_shoulder_logo_partially_visible,AstralPipes,jersey,shoulder_logo,partially_visible,0.663594663143158,783.12841796875,335.462646484375,874.61083984375,414.7198486328125
Match_67_TATA_IPL_2025_GT_vs_CSK,Gujarat Titans,image_46_47869ac4-8ae7-4ba5-95b3-e171ed307f4e.jpg,motorola_trousers_logo_blurry,motorola,trousers,logo,blurry,0.25232863426208496,728.8553466796875,484.29461669921875,818.8199462890625,566.7409057617188
Match_67_TATA_IPL_2025_GT_vs_CSK,Gujarat Titans,image_76_9180a8b1-55c9-45cd-95df-ce0ce5ed4702.jpg,RayzonSolar_trousers_logo_partially_visible,RayzonSolar,trousers,logo,partially_visible,0.3579992353916168,318.902587890625,399.01983642578125,408.08489990234375,459.69244384765625
Match_67_TATA_IPL_2025_GT_vs_CSK,Gujarat Titans,image_76_9180a8b1-55c9-45cd-95df-ce0ce5ed4702.jpg,Torrent_Group_jersey_chest_logo_blurry,Torrent,Group,jersey_chest_logo,blurry,0.34171807765960693,311.6663513183594,187.87322998046875,398.1910095214844,234.52947998046875
Match_67_TATA_IPL_2025_GT_vs_CSK,Gujarat Titans,image_76_9180a8b1-55c9-45cd-95df-ce0ce5ed4702.jpg,Dream11_jersey_chest_logo_clear,Dream11,jersey,chest_logo,clear,0.3123359978199005,324.97845458984375,236.42059326171875,462.138916015625,283.16510009765625
Match_67_TATA_IPL_2025_GT_vs_CSK,Gujarat Titans,image_76_9180a8b1-55c9-45cd-95df-ce0ce5ed4702.jpg,kshema_trousers_logo_obstructed,kshema,trousers,logo,obstructed,0.245480477809906,815.3699951171875,448.72247314453125,899.2928466796875,510.339111328125
Match_67_TATA_IPL_2025_GT_vs_CSK,Gujarat Titans,image_76_9180a8b1-55c9-45cd-95df-ce0ce5ed4702.jpg,LivPure_trousers_logo_partially_visible,LivPure,trousers,logo,partially_visible,0.18593968451023102,400.2962646484375,416.2509765625,450.1181640625,465.37347412109375
Match_67_TATA_IPL_2025_GT_vs_CSK,Gujarat Titans,image_76_9180a8b1-55c9-45cd-95df-ce0ce5ed4702.jpg,BKT_jersey_back_logo_partially_visible,BKT,jersey,back_logo,partially_visible,0.13039590418338776,310.88958740234375,188.65109252929688,415.98724365234375,235.24136352539062
Match_67_TATA_IPL_2025_GT_vs_CSK,Gujarat Titans,image_83_fabb1abf-5b66-42bd-a22d-3af0fde8f6cd.jpg,AstralPipes_jersey_shoulder_logo_partially_visible,AstralPipes,jersey,shoulder_logo,partially_visible,0.6975821256637573,759.1119384765625,226.94454956054688,828.0328369140625,294.0795593261719
Match_67_TATA_IPL_2025_GT_vs_CSK,Gujarat Titans,image_83_fabb1abf-5b66-42bd-a22d-3af0fde8f6cd.jpg,Dream11_jersey_chest_logo_obstructed,Dream11,jersey,chest_logo,obstructed,0.1470097452402115,366.62603759765625,183.74359130859375,478.35260009765625,247.5673828125
Match_67_TATA_IPL_2025_GT_vs_CSK,Gujarat Titans,image_83_fabb1abf-5b66-42bd-a22d-3af0fde8f6cd.jpg,BKT_jersey_back_logo_partially_visible,BKT,jersey,back_logo,partially_visible,0.13476869463920593,760.272216796875,225.3043212890625,827.555908203125,293.08343505859375
